   1 SS  0.00000E+00  0.00000E+00  0.00000E+00
   2 CS -0.20000E-11 -0.10060E-09  0.14800E-09
   3 HP -0.95800E-10 -0.16070E-09  0.14700E-09
   4 HP  0.85400E-10 -0.16980E-09  0.14520E-09
   5 CO  0.32000E-11 -0.85000E-11  0.27070E-09
   6 HP  0.97000E-10  0.52000E-10  0.26990E-09
   7 HP -0.83100E-10  0.62400E-10  0.26950E-09
   8 CO -0.16000E-11 -0.90000E-10  0.40110E-09
   9 HP -0.95300E-10 -0.15060E-09  0.40340E-09
  10 HP  0.84200E-10 -0.16130E-09  0.40330E-09
  11 CO  0.38000E-11 -0.10000E-12  0.52580E-09
  12 HP  0.97600E-10  0.60300E-10  0.52380E-09
  13 HP -0.81900E-10  0.71300E-10  0.52370E-09
  14 CO -0.14000E-11 -0.82200E-10  0.65570E-09
  15 HP -0.95300E-10 -0.14240E-09  0.65760E-09
  16 HP  0.84100E-10 -0.15390E-09  0.65740E-09
  17 CO  0.45000E-11  0.71000E-11  0.78080E-09
  18 HP  0.98500E-10  0.67000E-10  0.77830E-09
  19 HP -0.80900E-10  0.78900E-10  0.77830E-09
  20 CO -0.10000E-11 -0.75800E-10  0.91040E-09
  21 HP -0.95000E-10 -0.13580E-09  0.91000E-09
  22 HP  0.84000E-10 -0.14800E-09  0.90980E-09
  23 CG  0.50000E-11  0.86000E-11  0.10393E-08
  24 FG  0.13390E-09  0.90800E-10  0.10375E-08
  25 FG -0.11140E-09  0.10790E-09  0.10376E-08
  26 CG -0.10000E-11 -0.78500E-10  0.11668E-08
  27 FG -0.12920E-09 -0.16220E-09  0.11653E-08
  28 FG  0.11550E-09 -0.17780E-09  0.11659E-08
  29 CF  0.35000E-11 -0.14000E-11  0.13001E-08
  30 FF  0.13190E-09  0.79300E-10  0.13167E-08
  31 FF -0.11470E-09  0.93600E-10  0.13168E-08
  32 FF -0.21000E-11 -0.99000E-10  0.14177E-08
END
